C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_25_673.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_25_673.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_25_673.jpg, 0, 0, 0, 7.840218E-05
C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_25_775.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_25_775.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_25_775.jpg, 0, 0, 0, 7.808462E-05
C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_25_880.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_25_880.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_25_880.jpg, 0, 0, 0, 7.808262E-05
C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_25_983.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_25_983.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_25_983.jpg, 0, 0, 0, 8.03393E-05
C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_26_089.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_26_089.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_26_089.jpg, 0, 0, 0, 7.853829E-05
C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_26_191.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_26_191.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_26_191.jpg, 0, 0, 0, 7.809664E-05
C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_26_291.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_26_291.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_26_291.jpg, 0, 0, 0, 7.814098E-05
C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_26_393.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_26_393.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_26_393.jpg, 0, 0, 0, 7.83842E-05
C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_26_497.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_26_497.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_26_497.jpg, 0, 0, 0, 7.804247E-05
C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\center_2019_03_16_22_34_26_602.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\left_2019_03_16_22_34_26_602.jpg, C:\Users\Aman Agarwal\Desktop\courses\ML deep learning\practice\self driving\IMG\right_2019_03_16_22_34_26_602.jpg, 0, 0, 0, 7.849879E-05
